file	section	name	length_m	drop_m	gradient_pct	picked
Skyline_Canyon.kml	2	Skyline return	4087	213.0	5.2	0
Skyline_Canyon.kml	3	Skyline Shuttle	6768	347.0	5.1	0
Sorrosal.kml	0	Approach	275			0
Sorrosal.kml	1	Approach (1 Car)	2514			0
Sorrosal.kml	2	Approach (Upper)	646			0
Sorrosal.kml	3	Descent	1291			0
Sorrosal.kml	4	Descent (Upper)	1525			0
Sorrosal.kml	5	Escape	176			0
Sorrosal.kml	6	Exit	340			0
Sotano_de_las_Golondrinas.kml	0	Approach / Exit	539	156.0	28.9	1
Sotano_de_las_Golondrinas.kml	1	Paved Road	13849	-893.0	-6.4	0
Stafford_Creek.kml	0	Exit	709	10.5	1.5	0
Stafford_Creek.kml	1	Shuttle	5592	-238.0	-4.3	0
Stafford_Creek.kml	2	Royal Shortcut	269	55.5	20.6	0
Stafford_Creek.kml	3	Descent	1178	232.2	19.7	1
Stafford_Creek.kml	4	Old Road	931	-64.6	-6.9	0
Stafford_Creek.kml	5	Road	329	29.8	9.1	0
Stone_Plus_One.kml	0	Approach	3245	-445.7	-13.7	0
Stone_Plus_One.kml	1	Descent	1203	410.9	34.2	1
Stone_Plus_One.kml	2	Exit	1255	33.7	2.7	0
Stone_Plus_One.kml	3	Shortcut	51	35.6	70.3	0
Styx_Canyon_(South_Fork).kml	0	Upper Coffin descent	2377	434.6	18.3	0
Styx_Canyon_(South_Fork).kml	1	Approach	2331	124.8	5.4	0
Styx_Canyon_(South_Fork).kml	2	Styx descent	4563	1033.2	22.6	1
Styx_Canyon_(South_Fork).kml	3	Exit	821	63.6	7.7	0
Styx_Canyon_(South_Fork).kml	4	Shuttle route	71176	-1658.7	-2.3	0
Suicide_Canyon.kml	0	Approach	1883	-284.8	-15.1	0
Suicide_Canyon.kml	1	Descent	595	263.0	44.2	1
Suicide_Canyon.kml	2	Exit	174	6.9	3.9	0
Suicide_Canyon.kml	3	Track (11/22/20, 8:31:44AM)	1330	-263.5	-19.8	0
Sundance_Canyon.kml	0	Descent	2328	0.0	0.0	0
Tarantula_Canyon.kml	0	CN 14. - 2-1-13 - TARANTULA CANYON - down	1096	382.0	34.8	1
Tarantula_Canyon.kml	1	APPROACH TO CANYON - 6.6 mi	10548	-21.0	-0.2	0
Tarantula_Canyon.kml	2	2-1-13  - TARANTULA CANYON - up	1134	-356.5	-31.4	0
Thimble_Creek.kml	0	Approach (no shuttle)	721	-217.3	-30.1	0
Thimble_Creek.kml	1	Lower Thimble	666	221.2	33.2	0
Thimble_Creek.kml	2	Extra Bonus Descent	172	21.6	12.5	0
Thimble_Creek.kml	3	Shuttle	14864	-465.0	-3.1	0
Thimble_Creek.kml	4	Approach (shuttle)	1309	29.5	2.3	0
Thimble_Creek.kml	5	Upper Thimble	641	205.4	32.1	0
Thimble_Creek.kml	6	Alt-Exit	156	-26.9	-17.3	0
Thimble_Creek.kml	7	Approach (North Thimble)	1041	-10.7	-1.0	0
Thimble_Creek.kml	8	North Thimble	745	232.2	31.2	1
Thor_Canyon.kml	0	APPROACH - THOR - 1.3 MI	2160	-153.1	-7.1	0
Thor_Canyon.kml	1	3. - THOR CANYON -  1-1-12 - up - 1.3 mi - 1.0 mi - Eureka 3	1682	-591.2	-35.2	0
Thor_Canyon.kml	2	3. - THOR CANYON -  1-1-12 - DOWN - 1.3 mi -  Eureka 3	2165	589.9	27.3	1
Thornton_Creek.kml	0	Upper Section Approach	428	204.4	47.8	1
Thornton_Creek.kml	1	Upper Section	516	148.1	28.7	0
Thornton_Creek.kml	2	Lower Section Exit	239	-3.5	-1.5	0
Thornton_Creek.kml	3	Lower Section	363	82.9	22.9	0
Thornton_Creek.kml	4	Old Forest Road	394	-12.7	-3.2	0
Thornton_Creek.kml	5	Classic Section	584	194.7	33.4	0
Thornton_Creek.kml	6	Classic Approach	446	-117.3	-26.3	0
Thornton_Creek.kml	7	Extra Short Option	35	22.4	63.3	0
Three_Corner_Creek.kml	0	Shuttle	7662	-264.8	-3.5	0
Three_Corner_Creek.kml	1	Approach	881	168.6	19.1	1
Three_Corner_Creek.kml	2	Descent	264	86.2	32.7	0
Three_Corner_Creek.kml	3	Exit	608	1.9	0.3	0
Three_Corner_Creek.kml	4	Bushwhack Approach	2432	-86.9	-3.6	0
Three_Corner_Creek.kml	5	Alt-Exit	603	-2.8	-0.5	0
Triangulation_Creek.kml	0	Approach	984	295.5	30.0	0
Triangulation_Creek.kml	1	Alt Shuttle	11020	-685.6	-6.2	0
Triangulation_Creek.kml	2	Exit	870	75.7	8.7	0
Triangulation_Creek.kml	3	Descent	1181	306.9	26.0	1
U-Turn_Canyon.kml	0	U-Turn Descent	249	81.2	32.6	1
U-Turn_Canyon.kml	1	U-Turn Approach	163	-7.0	-4.3	0
U-Turn_Canyon.kml	2	U-Turn Exit	543	17.4	3.2	0
U-Turn_Canyon.kml	3	Approach	636	-93.4	-14.7	0
U-Turn_Canyon.kml	4	Park Avenue Trail Exit	88	1.8	2.1	0
Upper_Black_Dragon_Wash.kml	0	Approach	1222	-26.6	-2.2	0
Upper_Black_Dragon_Wash.kml	1	Descent	981	61.8	6.3	0
Upper_Black_Dragon_Wash.kml	2	Exit	145	-34.9	-24.1	0
Urumbilum_Canyon.kml	0	Urumbilum	10827			0
Vero.kml	0	Exit	85			0
Vero.kml	1	Shuttle (or hitchhike)	16596			0
Vero.kml	2	Approach	397			0
Vero.kml	3	Descent	10274			0
Vivian_Creek.kml	0	approach trail	2353	-314.0	-13.3	0
Vivian_Creek.kml	1	technical section	466	267.8	57.5	1
Vivian_Creek.kml	2	exit hike	469	33.9	7.2	0
Wallace_River_Canyon.kml	0	Descent	1209	319.9	26.5	1
Wallace_River_Canyon.kml	1	Possible Exit	32	-15.4	-47.9	0
Wallace_River_Canyon.kml	2	Possible Exit 2	34	-9.0	-26.4	0
Wallace_River_Canyon.kml	3	Exit	2360	77.0	3.3	0
Wallace_River_Canyon.kml	4	Approach	4106	-398.4	-9.7	0
Wallanding_Creek.kml	0	Approach	255	148.5	58.1	1
Wallanding_Creek.kml	1	Hike or Shuttle	848	-88.2	-10.4	0
Wallanding_Creek.kml	2	Descent	373	79.6	21.3	0
Wallanding_Creek.kml	3	Exit	555	-135.7	-24.5	0
Wallanding_Creek.kml	4	Approach - Drive	10170	-401.0	-3.9	0
Water_Canyon_(Zion_National_Park).kml	0	Drop in	348	56.3	16.2	0
Water_Canyon_(Zion_National_Park).kml	1	Descent	1004	175.0	17.4	1
Water_Canyon_(Zion_National_Park).kml	2	Section 3	2572	-402.3	-15.6	0
Water_Canyon_(Zion_National_Park).kml	3	Section 4	240	-2.5	-1.1	0
Water_Canyon_(Zion_National_Park).kml	4	Section 5	32	7.2	22.6	0
Watson_s_Creek_Canyon.kml	0	Exit	1436			0
Watson_s_Creek_Canyon.kml	1	Descent	308			0
Watson_s_Creek_Canyon.kml	2	Approach	1184			0
Watson_s_Creek_Canyon.kml	3	Optional Exit under cliffline	194			0
Whale_Creek.kml	0	Descent	1096	365.6	33.4	1
Whale_Creek.kml	1	Exit	696	104.2	15.0	0
Whale_Creek.kml	2	Shuttle Drive	29187	-609.5	-2.1	0
Whale_Creek.kml	3	Approach	422	129.8	30.8	0
Whitetop_Canyon.kml	0	CN 5. - 3-10-12  - WHITETOP CANYON - down - 5.1 mi	8191	911.7	11.1	1
Whitetop_Canyon.kml	1	3-10-12 - WHITETOP CANYON - up - 3.5 mi	5562	-917.6	-16.5	0
Whitetop_Canyon.kml	2	3-10-12 - WHITETOP CANYON - 3.9 mi approach	6230	-346.9	-5.6	0
Woodsy_Canyon.kml	0	Approach / Exit	1163	50.5	4.3	0
Woodsy_Canyon.kml	1	Woodsy and Wood Bee Approach	1021	-18.9	-1.9	0
Woodsy_Canyon.kml	2	Woodsy Slot	379	43.0	11.3	1
Woodsy_Canyon.kml	3	Woodsy Slot Approach	527	0.4	0.1	0
Woodsy_Canyon.kml	4	Exit	216	4.5	2.1	0
Woodsy_Canyon.kml	5	Exit	983	20.1	2.0	0
Yankee_Doodle_Hollow.kml	0	Approach	117	9.9	8.5	0
Yankee_Doodle_Hollow.kml	1	Descent	497	42.7	8.6	1
Yankee_Doodle_Hollow.kml	2	Exit	527	-56.0	-10.6	0
Yankee_Doodle_Hollow.kml	3	Alt Approach	191	5.1	2.7	0
Yankee_Doodle_Hollow.kml	4	Alt Descent	126	26.1	20.8	0
Zebra_Canyon.kml	0	Z Approach main trail	3188	59.7	1.9	0
Zebra_Canyon.kml	1	Z Exit main trail	3217	-59.7	-1.9	0
Zebra_Canyon.kml	2	Z Exit Tunnel to Main	1932	-6.5	-0.3	0
Zebra_Canyon.kml	3	Z Tunnel Canyon	615	30.6	5.0	0
Zebra_Canyon.kml	4	Z Zebra Approach	730	-2.1	-0.3	0
Zebra_Canyon.kml	5	Z Zebra Canyon	334	0.0	0.0	0
Zebra_Canyon.kml	6	Z Zebra to Tunnel Connection	640	-22.0	-3.4	0
Zemola.kml	0	Approach	480			0
Zemola.kml	1	Descent	1391			0
Zemola.kml	2	Escape	417			0
Zemola.kml	3	Exit	355			0
